depth_cm;mean_age;sd_age
1008;12793.30038;331.3516516
1009;12832.08478;334.0473945
1010;12870.86918;337.1836288
1011;12883.70438;337.0870701
1012;12896.53958;337.1945804
1013;12909.37478;337.5059647
1014;12922.20998;338.0206595
1015;12935.04518;338.7377381
1016;12947.88038;339.6559187
1017;12960.71558;340.7735757
1018;12973.55078;342.088754
1019;12986.38598;343.5991855
1020;12999.22118;345.3023078
1021;13012.05638;347.1952855
1022;13024.89158;349.2750315
1023;13037.72678;351.5382311
1024;13050.56198;353.9813655
1025;13063.39718;356.6007365
1026;13076.23238;359.3924906
1027;13089.06758;362.3526435
1028;13101.90278;365.4771034
1029;13114.73798;368.761694
1030;13127.57318;372.2021758
1031;13140.40838;375.7942672
1032;13153.24358;379.5336636
1033;13166.07878;383.416055
1034;13178.91398;387.4371428
1035;13191.74918;391.5926543
1036;13204.58438;395.8783565
1037;13217.41958;400.2900676
1038;13230.25478;404.8236681
1039;13243.08998;409.4751094
1040;13255.92518;414.2404218
1041;13268.76038;419.1157213
1042;13281.59558;424.0972147
1043;13294.43078;429.1812043
1044;13307.26598;434.3640912
1045;13320.10118;439.6423775
1046;13332.93638;445.0126689
1047;13345.77158;450.4716748
1048;13358.60678;456.0162091
1049;13371.44198;461.6431902
1050;13384.27718;467.3496401
1051;13397.11238;473.1326833
1052;13409.94758;478.9895457
1053;13422.78278;484.9175524
1054;13435.61798;490.9141262
1055;13448.45318;496.9767851
1056;13461.28838;503.10314
1057;13474.12358;509.2908922
1058;13486.95878;515.5378311
1059;13499.79398;521.8418309
1060;13512.62918;528.2008488
1061;13525.46438;534.6129215
1062;13538.29958;541.0761627
1063;13551.13478;547.5887606
1064;13563.96998;554.1489751
1065;13576.80518;560.7551349
1066;13589.64038;567.4056354
1067;13602.47558;574.0989354
1068;13615.31078;580.8335555
1069;13628.14598;587.6080748
1070;13640.98118;594.4211293
1071;13653.81638;601.2714089
1072;13666.65158;608.1576558
1073;13679.48678;615.078662
1074;13692.32198;622.0332671
1075;13705.15718;629.0203569
1076;13717.99238;636.0388606
1077;13730.82758;643.0877498
1078;13743.66278;650.1660362
1079;13756.49798;657.27277
1080;13769.33318;664.4070384
1081;13782.16838;671.5679639
1082;13795.00358;678.7547027
1083;13807.83878;685.9664436
1084;13820.67398;693.2024061
1085;13833.50918;700.4618397
1086;13846.34438;707.7440222
1087;13859.17958;715.0482584
1088;13872.01478;722.3738794
1089;13884.84998;729.7202412
1090;13897.68518;737.0867236
1091;13910.52038;744.4727293
1092;13923.35558;751.877683
1093;13936.19078;759.3010303
1094;13949.02598;766.7422369
1095;13961.86118;774.200788
1096;13974.69638;781.676187
1097;13987.53158;789.1679551
1098;14000.36678;796.6756306
1099;14013.20198;804.1987679
1100;14026.03718;811.7369371
